,Attention,Mediation,Raw,Delta,Theta,Alpha_1,Alpha_2,Beta_1,Beta_2,Gamma_1,Gamma_2,isConfusedReality
38,0.57,0.5,0.5216117216117216,0.012108324094429792,0.002114512839182322,0.0021081015188112295,0.0045874221047859645,0.003758282409683688,0.006289782158023104,0.0049728644540824995,0.0016882832696023707,0.0
39,0.69,0.56,0.5064713064713064,0.0022362561061900024,0.005044243521395313,0.013053002548262605,0.017312232830601695,0.010994825688932593,0.015138871753231954,0.00622660018605783,0.01640587041906662,0.0
40,0.8,0.54,0.4984126984126984,0.0636574958724489,0.01389328027103001,0.017210809421929072,0.018654533189236815,0.014430006321556508,0.0316433962757245,0.014516566497930298,0.007724118491374994,0.0
41,0.67,0.51,0.5223443223443224,0.04916938157995972,0.021803087654204006,0.0003722755452194345,0.0025616794390069535,0.006180140947296949,0.005561069354131936,0.006110504155883002,0.004697670450963011,0.0
42,0.69,0.47,0.5196581196581197,0.004529269981572644,0.00873466687279842,0.0015766964268117227,0.015637553335542637,0.022737936362997823,0.027460135033703727,0.008334579633511701,0.010206102595105017,0.0
43,0.77,0.34,0.5096459096459096,0.002844194878431165,0.011724242258007138,0.004418399755320073,0.012322612303338247,0.022648029781555102,0.033206573366306724,0.010839516249641953,0.0073465542628039894,0.0
44,0.66,0.43,0.5025641025641026,0.058733948587551384,0.010189890567311162,0.03193029249908574,0.03142162883477512,0.013397953688745289,0.012023457380633014,0.013111753835858464,0.007023881493789476,0.0
45,0.7,0.63,0.5252747252747253,0.03789955892906918,0.004940512702869387,0.002768708123563363,0.0032706893720296074,0.0021437100512748473,0.0027063870856775417,0.0035741354267796533,0.001238766722423532,0.0
46,0.74,0.69,0.5181929181929182,0.004635217817398905,0.0021810069536220174,0.008025092831651889,0.005522607189813071,0.0071541289129264125,0.018731991099857966,0.006954101510515816,0.006858465338639508,0.0
47,0.69,0.8,0.505982905982906,0.08613559052674993,0.010977845823421555,0.0224730337464132,0.01584012760212054,0.004709793729952471,0.031510295271510856,0.015463078674071802,0.00980405974267774,0.0
48,0.9,0.63,0.513064713064713,0.002053369961013719,0.0015622792187606495,0.0024219809000746743,0.008316362002181115,0.014872983540539907,0.023478044715859743,0.003582753909369051,0.005400874554470502,0.0
49,0.9,0.6,0.5213675213675214,0.06462010763795606,0.031368930957498625,0.007154989988707641,0.019857194975764842,0.020343237105195384,0.016277827378329578,0.016601225345436385,0.007671452361259982,0.0
50,0.77,0.61,0.5218559218559219,0.005651812527827073,0.009623028241712756,0.011135418514357792,0.012739561279207326,0.008554236613518765,0.009359613994932438,0.02328967480437312,0.0033201915266872634,0.0
51,0.81,0.57,0.49035409035409033,0.002071784703907331,0.0030181678544177856,0.009508355396134028,0.01389895477578667,0.017796820491208353,0.02293470089043964,0.013879305755878946,0.00897549541396691,0.0
52,0.7,0.57,0.5028083028083028,0.022981851387979712,0.00795070126355441,0.0035906341312439186,0.0031930031241672084,0.0021474561588349607,0.01336358392990743,0.0038088623349497213,0.0020599132863294302,0.0
53,0.77,0.6,0.49523809523809526,0.14620347281870433,0.049308045621611916,0.05471939548291073,0.013433820658838384,0.03368031654608883,0.061346192065356846,0.013992359968669281,0.008603865397239849,0.0
54,0.84,0.51,0.49206349206349204,0.03289150563226263,0.004793893180529858,0.0016518814879050595,0.004155722575525292,0.0022411088478377934,0.010432930768637027,0.0032821209578682946,0.0034833823523957525,0.0
55,0.75,0.43,0.5025641025641026,0.0848341979433507,0.03271842901005225,0.003938821258831508,0.01865945004036735,0.013224696214090047,0.020547999321731868,0.028912981209173107,0.010551770435014818,0.0
56,0.77,0.48,0.5264957264957265,0.012317949455314609,0.00951497530574825,0.007865233332822366,0.018431308147910684,0.010440401770035822,0.03235691490105247,0.038133236671136446,0.0047584961223634484,0.0
57,0.84,0.43,0.5111111111111111,0.023961616612620657,0.0036472021770173066,0.002109561422910129,0.001312799251851932,0.0013092645922596052,0.009871353928941081,0.0063949140813331275,0.002331403478189917,0.0
58,0.94,0.43,0.5062271062271062,0.031023796640696835,0.0018475389697069438,0.0008649931785980979,0.012440616730471005,0.0068057409098358735,0.0354352554779572,0.01054902268942284,0.009214347440685697,0.0
59,1.0,0.44,0.5181929181929182,0.01781739890495344,0.006575270506369305,0.005442522480698243,0.0021388302417812374,0.017845519889489826,0.010110814183097144,0.008257520259771205,0.010987935005544779,0.0
60,1.0,0.41,0.5091575091575091,0.01866094548353205,0.005724810782685597,0.0113682732181323,0.0048027801843032476,0.02106810891807731,0.025872039490277852,0.035546170985624875,0.011720068391791502,0.0
61,1.0,0.47,0.46202686202686205,0.014734821395913188,0.012429079871067911,0.012347868868494028,0.02104608957912738,0.024724309896747912,0.035908098314844046,0.017347484543765414,0.012298654046576145,0.0
62,0.75,0.53,0.4971916971916972,0.022593880503454025,0.026454350959260717,0.0060819604760163305,0.043183720109232764,0.020342300578305356,0.013204956705707602,0.01022912489448696,0.00960081298702262,0.0
63,0.88,0.56,0.5167277167277168,0.0020942355548324194,0.0023455798868602645,0.0049366657104294815,0.017774416836871663,0.006188569689307204,0.05514332060871526,0.01811554343334998,0.024572087692815523,0.0
64,0.81,0.6,0.5108669108669108,0.05064533583572031,0.0021843316593440024,0.0012409184840647819,0.002582330213755186,0.0011744047200955257,0.0037031251994235938,0.0010626082063163339,0.003044250675943818,0.0
65,0.88,0.51,0.5225885225885226,0.000948989900900935,0.005762712427916224,0.0027249110005963706,0.005516706968456434,0.007567137271428906,0.029144865552791565,0.008042565164600344,0.034261172081016825,0.0
66,1.0,0.57,0.5103785103785103,0.007064198082091915,0.0006410032631986661,0.015285195915480313,0.021876054049961107,0.00959471798834024,0.0268772863440193,0.01712695278338965,0.012159200068243435,0.0
67,0.87,0.56,0.5267399267399268,0.05910955889123067,0.012009502008953432,0.0045490611721716,0.0064518920534835395,0.01260003277844115,0.009595427646233333,0.02848155011013914,0.007758240209477678,0.0
68,0.9,0.56,0.5106227106227106,0.0037651842798637307,0.004070437215425969,0.0049286362378855334,0.015378926966076678,0.020716911334316686,0.01847794443428123,0.0032091173406404547,0.008030472177818658,0.0
69,0.8,0.67,0.5338217338217338,0.0004646569371237433,0.003447387363126021,0.008055750817728783,0.006116562806381286,0.012915642340380697,0.009220435319293507,0.004880089023855453,0.004506292118995783,0.0
70,0.83,0.6,0.5091575091575091,0.04539536831377713,0.0033383370154449203,0.004813303814072453,0.008471734497905913,0.008120624663435648,0.017576625761912084,0.010590594193677583,0.007772333962607047,0.0
71,0.77,0.63,0.505006105006105,0.022857741066011808,0.008610655349368388,0.005873194189873667,0.0022578180391401017,0.0033705602772119594,0.003924960206446343,0.0023361157512908712,0.003697755755258268,0.0
72,0.8,0.53,0.5013431013431013,0.0005035044769267056,0.010425944673572081,0.004325695845039939,0.004459583975392143,0.017499941467069374,0.032465705219564996,0.004988580510569048,0.007297597015091442,0.0
73,0.75,0.51,0.5081807081807082,0.05697899836411496,0.012820065263973323,0.006291456714208444,0.024682592675268535,0.025693615227927232,0.010170983130207424,0.012995657805683635,0.008444383453933826,0.0
74,0.64,0.44,0.4783882783882784,0.029746116191982523,0.027197422688124317,0.009292289589496867,0.007325124814265949,0.011018238861183301,0.020640987694538666,0.006850172749878961,0.01709201366352277,0.0
75,0.75,0.38,0.5352869352869353,0.017203405970665064,0.024242424242424242,0.00431985622864434,0.014001225279301728,0.010827187375617522,0.032995070400706955,0.01894038291411175,0.01028250557259581,0.0
76,0.66,0.47,0.5106227106227106,0.019632890748862007,0.017267856578844564,0.004722789759940669,0.01605646905186393,0.005901992460958535,0.02128825970133107,0.017473212995657805,0.011286870927183511,0.0
77,0.69,0.38,0.452014652014652,0.0609515376940958,0.0452479149939241,0.009931727584814953,0.03078342155803212,0.02058579756971272,0.041295954033355474,0.011918854451572999,0.013762179042589097,0.0
78,0.77,0.48,0.5045177045177045,0.048171201612425156,0.011927381777620408,0.00995216624219955,0.029741049118359425,0.00602280442977219,0.037113300558477225,0.013783995477831488,0.007117345330331611,0.0
79,0.81,0.5,0.5142857142857142,0.001210580152691012,0.00643197568975176,0.003043900046205965,0.006870807769804831,0.004580553019128562,0.024145980805498103,0.024483588127786747,0.016941433037982664,0.0
80,0.87,0.44,0.4757020757020757,0.029356379510193063,0.01882415132730564,0.0054374128163520935,0.01479382168154342,0.020388190395916744,0.037721067701005306,0.02448865782342757,0.013294859859878423,0.0
81,0.77,0.44,0.4862026862026862,0.09944844061182352,0.028920950134401227,0.0013219431615537176,0.014455542323762846,0.003048395027042214,0.006530457946464224,0.011877282947318258,0.005658270993201618,0.0
82,0.69,0.4,0.505006105006105,0.025892137535426307,0.04045202698996105,0.02116787948199683,0.020000767028776362,0.014411275783755942,0.031392996213002934,0.008889711306181733,0.018058548417605323,0.0
83,0.56,0.43,0.5208791208791209,0.08170596196220437,0.0464501285829938,0.014644298016063324,0.025966874190563382,0.009672449720212592,0.028637987755923147,0.032611831148716984,0.005852616431090819,0.0
84,0.57,0.51,0.5633699633699634,0.00469702072163089,0.00432810190887979,0.005623550588961811,0.016030901425985164,0.012100863946056051,0.02551771124618398,0.023978646441960856,0.009498447832714568,0.0
85,0.6,0.43,0.5028083028083028,0.07725287351972585,0.021070987454222957,0.001967220773267404,0.002958961010353905,0.006521036735267261,0.005152042067210537,0.005549288848443984,0.002766084495758893,0.0
86,0.57,0.38,0.495970695970696,0.20101533342666833,0.009093402620200579,0.004214013181474109,0.0024407249011958766,0.0183306408185245,0.005855836418258055,0.006135345664523031,0.00239371270255134,0.0
87,0.6,0.4,0.5211233211233212,0.010469916490402261,0.018414547582357117,0.01062810183999013,0.01042372439672695,0.0063599541101823885,0.013878362699628714,0.009654728378381805,0.017313804831190216,0.0
88,0.54,0.4,0.5833943833943834,0.008859004872339165,0.009869721406284027,0.005936700018175806,0.012174123399196194,0.014432815902226592,0.016605413868152213,0.006935850606208856,0.011108102795384666,0.0
89,0.6,0.43,0.4981684981684982,0.037009597108128595,0.005796624426280469,0.0013869088939547562,0.000759161814554076,0.0015986514012783593,0.0028558978027394496,0.0009703397456533697,0.0013240710176802425,0.0
90,0.63,0.48,0.527960927960928,0.06000935872549799,0.028008318413716406,0.01883130297170779,0.022268418770177528,0.022270609444873687,0.03642591592027797,0.009996932834137303,0.02218208387266665,0.0
91,0.69,0.48,0.5142857142857142,0.0012214271930256052,0.005832863718650103,0.00636591182325233,0.006828522850082259,0.004164735079955983,0.016825425573747377,0.01484863156240415,0.0076306546548328595,0.0
92,0.75,0.44,0.5008547008547009,0.0025033960065233597,0.006608850034161351,0.00164823172765781,0.010102162332790186,0.017286413336142913,0.01678652847662558,0.018805022040501797,0.009864143637597684,0.0
93,0.88,0.48,0.5125763125763125,0.0020738027579230694,0.003189722669672201,0.002739510041585368,0.002924543052440184,0.009223853339889022,0.014944386267622968,0.007698332830588516,0.005179825163283548,0.0
94,0.84,0.53,0.5133089133089133,0.03975970021807596,0.01651481073281501,0.01928971285876231,0.0067744374876464114,0.004585235653578703,0.014597958996381962,0.006746243989242106,0.006144876364405114,0.0
95,0.87,0.57,0.512087912087912,0.0013135009074936653,0.0011563326501063075,0.0063615321109556314,0.013760299573905682,0.011508978951558146,0.014419275456478706,0.00916296790122205,0.009634192928644812,0.0
96,0.7,0.53,0.5103785103785103,0.11418250523748082,0.014097749672932074,0.0029198081977994867,0.0012016784163019184,0.002180234599985952,0.003472781452405451,0.004291497359955995,0.000870103811618445,0.0
97,0.67,0.57,0.503052503052503,0.001670696468279344,0.004594410837210771,0.004527162610688104,0.00796529883146116,0.004692936245931961,0.01823909194726769,0.03443185188377216,0.01256717713251466,0.0
98,0.66,0.6,0.5247863247863248,0.04767249001378583,0.03094602838966216,0.0409254916044565,0.013517407128057421,0.017464353445248295,0.019124000906788577,0.019937085077097398,0.010753533637708949,0.0
99,0.6,0.61,0.49206349206349204,0.003119154738075508,0.0063325669886644155,0.01472459274150281,0.012031534716410778,0.009598464095900353,0.011952348624957228,0.01606282366838107,0.023788771729414775,0.0
100,0.7,0.8,0.5264957264957265,0.08983518805110217,0.009369685665697515,0.040671468291247945,0.03241089928223807,0.007543724099178198,0.038716590280466305,0.025542140577590425,0.03051149197212404,0.0
101,0.54,0.74,0.4905982905982906,0.12559233038571319,0.036994665509669074,0.004770966595204361,0.01179847597282358,0.005702512233382501,0.009733390787587207,0.010675258110879313,0.003857237698564292,0.0
102,0.63,0.53,0.5098901098901099,0.08662622990932631,0.03424746117159305,0.004522782898391405,0.004509735856923566,0.01999765868277493,0.042104892100060354,0.027392072516926446,0.010466466139758107,0.0
103,0.57,0.5,0.513064713064713,0.08807620171963428,0.034704275737793756,0.018942985635273617,0.04244324232897471,0.023532111165741845,0.019093004782519643,0.04267061426967232,0.010497620751938818,0.0
104,0.51,0.4,0.5177045177045178,0.08934404415502187,0.010029972222083693,0.009140459563211292,0.00314186787240968,0.008475568354756387,0.008081479694195884,0.010972849244995577,0.0022579676066210967,0.0
105,0.67,0.43,0.4891330891330891,0.1422208432186448,0.04661403657508765,0.0227394662444624,0.03159863547547426,0.028181967174732505,0.1020483576004624,0.02724454437377852,0.013730282653927893,0.0
106,0.51,0.64,0.57997557997558,0.16527786711871076,0.03020960607224253,0.03770567311433312,0.011901729846564743,0.009587225773220014,0.007526588293067747,0.009052448536252125,0.009062283262184606,0.0
107,0.48,0.64,0.5098901098901099,0.04093950504702697,0.004823150590883324,0.006175394338345914,0.0016668125332502059,0.003255367469738475,0.002184315110245921,0.0013262323796390883,0.002426350867693038,0.0
108,0.54,0.67,0.49401709401709404,0.03206359897230599,0.014783303992805337,0.015728276809496382,0.035762225012808395,0.033229847111985206,0.03698870829425897,0.023103616974354944,0.03554592894523093,0.0
109,0.4,0.66,0.5374847374847375,0.1567735352396376,0.039782098786981114,0.013495353490229227,0.009255480568112647,0.015148322446208238,0.011442431992376169,0.009013411879817796,0.007222677590561636,0.0
110,0.38,0.64,0.548962148962149,0.63591984793963,0.14421609257310614,0.16707945455063056,0.04392419788949082,0.1016431364285547,0.027181169915283337,0.05934839201928512,0.025886515616249356,0.0
111,0.38,0.75,0.5296703296703297,0.12155672686774052,0.002009784608939801,0.003954150251869955,0.008588755554812564,0.0017803376179438553,0.0019916529260645193,0.0038960610999718634,0.0010125248958731267,0.0
112,0.21,0.7,0.5343101343101343,0.5541329115600441,0.1033411630153086,0.057340653292485215,0.03200870085976059,0.022383929198567114,0.01771094230041079,0.062190970365094134,0.024328043230733284,0.0
113,0.2,0.81,0.5672771672771673,0.03636911721488365,0.025263108899073572,0.0227540652854514,0.019893579674130774,0.013490669850858093,0.008489291446832227,0.007703402526229338,0.011117745889631077,0.0
114,0.21,0.7,0.5216117216117216,0.18862397725653124,0.039707292908236456,0.011237611801280774,0.009643911807424643,0.004913956591978647,0.006677537594956019,0.012725949997591895,0.011927024029849086,0.0
115,0.24,0.67,0.5094017094017094,0.287376693746429,0.038359789679116026,0.10774603216314721,0.027611069208613143,0.014891714078340475,0.040102299365430326,0.036954025465081204,0.010366326314891533,0.0
116,0.26,0.75,0.5277167277167277,0.6868015483519436,0.08969723567342745,0.026998736453002402,0.1799380673431598,0.07078644845590129,0.02331151651880705,0.025462546356029517,0.01967710469804134,0.0
117,0.26,0.78,0.515995115995116,0.20464278551995793,0.05173474832808861,0.08860303966632432,0.0487014104479153,0.021128046639039125,0.02079171394588563,0.024569265984116642,0.011886968099902456,0.0
118,0.29,0.87,0.5264957264957265,0.26527093005803165,0.047921643335544266,0.03519755787242336,0.019255372397387775,0.01843834141087776,0.013340488778491364,0.031049857921779667,0.009267755347281205,0.0
119,0.24,0.66,0.484004884004884,0.5678319667323796,0.19236514578003414,0.02734400377239219,0.03461561532916843,0.032961063894547074,0.051956797480440534,0.11147449562865494,0.043150621423246535,0.0
120,0.34,0.69,0.4547008547008547,0.6342713500655237,0.029885114793776816,0.031137564573383174,0.12991697405180985,0.05177776216899628,0.03825651055357255,0.03465339758327609,0.01964224120345816,0.0
121,0.3,0.78,0.5208791208791209,0.46090663599224563,0.056433222454397504,0.40603509755444167,0.13624496145680398,0.04860293601180024,0.04966308428453956,0.05352533960623674,0.05007658842161092,0.0
122,0.29,0.83,0.5062271062271062,0.5120244487244007,0.09770379199311122,0.09101845099795394,0.08724263971970016,0.04573810025520358,0.027790152592096475,0.046272126052912414,0.009128301368948495,0.0
123,0.24,0.91,0.5264957264957265,0.23861622036140825,0.04471562960783434,0.023508835704582565,0.010631215514435383,0.0039961602397508835,0.008578633216783853,0.021399692269474604,0.005305185388486887,0.0
124,0.13,0.78,0.525030525030525,0.18537188321016898,0.04509231876613521,0.010533938025611098,0.014443741881049571,0.007489405539556554,0.006193754949503667,0.011693759965120494,0.0061114964227829225,0.0
125,0.13,0.57,0.5054945054945055,0.5055079000508297,0.3430461286295397,0.0913031322972394,0.23068587123160236,0.07217906394137341,0.06977409903079373,0.11260300987830196,0.06238785266835544,0.0
126,0.13,0.54,0.4778998778998779,0.12619244919864336,0.044795090074589775,0.0031869706478981396,0.07454044650908487,0.032818711807262764,0.01104009014402258,0.018644819658251818,0.01410858865897939,0.0
127,0.17,0.6,0.517948717948718,0.023564059971520213,0.01825629158999064,0.017700607247109937,0.006866874288900406,0.0033227974058205145,0.007976335978538527,0.0047183657329132244,0.0022038179235450983,0.0
128,0.26,0.7,0.5089133089133089,0.4944885683546427,0.10396354792646416,0.14380931316621812,0.05350124052154023,0.030055957481679194,0.056547870475097656,0.08367177776482189,0.02573370966126777,0.0
129,0.21,0.77,0.5413919413919414,0.6830091203428674,0.16867661751089258,0.0799450784077994,0.18706750148243062,0.04736765704385287,0.02568302390895162,0.05965257375773445,0.02289270574097907,0.0
130,0.23,0.7,0.49743589743589745,0.2523339425333893,0.04662101845710381,0.020785384608085093,0.004967986382289109,0.0038968883894078808,0.009227120757861315,0.018695009645095958,0.0045189023191641664,0.0
131,0.21,0.57,0.516971916971917,0.26612935978497637,0.18152859994979695,0.042778839858009725,0.009955640169100345,0.01048629158764721,0.04726483514012375,0.056369438860737996,0.01259833174469537,0.0
132,0.23,0.54,0.5213675213675214,0.4666855859230642,0.08543529540841516,0.05875019069997292,0.07205350320726199,0.06095572569127391,0.04930632497187558,0.0192212440526133,0.014112297541381855,0.0
133,0.34,0.51,0.5020757020757021,0.269887480875785,0.04282021487573081,0.039418870574391966,0.004287494185823538,0.008603872538690268,0.019051676616827735,0.008027863047241958,0.002131123828456771,0.0
134,0.34,0.57,0.5045177045177045,0.2866380859766688,0.025006109146764148,0.04246715033289463,0.0040947536215067,0.026523378052492334,0.008182369039855546,0.011732796621554825,0.004165816714449435,0.0
135,0.35,0.69,0.5199023199023199,0.03742279366785101,0.004981074112677602,0.004901628012055888,0.0013639345036094604,0.003568167451007937,0.002003808268915081,0.0034134260749655895,0.0016571286574216591,0.0
136,0.41,0.61,0.5045177045177045,0.04471351831320955,0.02674659259222318,0.007551353951558922,0.008825747779304187,0.006071503828053663,0.024121670119796983,0.003137127662540779,0.006462356698056174,0.0
137,0.44,0.51,0.5411477411477411,0.16608559323851002,0.018104685009068134,0.006392190097032526,0.002193898974443191,0.010617405352251176,0.011512325213766899,0.00781138704337885,0.0032052161722108275,0.0
138,0.5,0.38,0.5010989010989011,0.16369873985139555,0.029031662834943323,0.002302998716014345,0.010173948359295946,0.006303762496780689,0.0098652762575158,0.00935713724426554,0.004090897289919629,0.0
139,0.48,0.3,0.5098901098901099,0.050179417614836734,0.02936646070114719,0.008666720683118327,0.007622102622550056,0.005262344595069186,0.006932799794817813,0.014265616563709598,0.006403756356097217,0.0
140,0.47,0.35,0.5306471306471306,0.12136248916872572,0.06791875084156614,0.01840793078302686,0.03568158865426768,0.04611552059188499,0.053228854109751804,0.042948940560353456,0.0170022587093831,0.0
141,0.2,0.43,0.5362637362637362,0.3175367632683898,0.27715511580781205,0.06970166129786934,0.06087061699598097,0.03158811547376554,0.028219843961863826,0.08488191411428615,0.012327583329315377,0.0
142,0.21,0.24,0.47545787545787543,0.18758896780320947,0.1121020950633107,0.00375268348622179,0.007179586020802214,0.022197560347451475,0.025886018134556,0.023173578774198293,0.011016122511803518,0.0
143,0.13,0.17,0.4827838827838828,0.26184175177178837,0.06638173938629258,0.00027154216239535226,0.023832960799912678,0.021737725644447568,0.015778850554314022,0.008677291058831284,0.008365013370521061,0.0
